home 
156.3603,249.7125,-77.5372
156.4558,249.8596,-77.5884
156.2465,250.0273,-77.6219

wh gy
146.8285,250.6608,-91.2972
147.4738,250.8345,-91.1224
147.5492,250.7761,-90.8590
147.6282,250.8605,-90.7594
147.6397,250.2638,-90.5721
148.5490,250.8577,-89.7634

rd br yl
199.0988,263.4683,-68.0168
198.9581,263.4797,-67.8556
198.6961,263.1150,-68.0008

occluder
149.3991,249.0389,-68.9772
148.6059,250.2751,-69.3363
148.0874,252.0312,-69.8522
148.0874,252.0312,-69.8522
146.4669,255.0335,-71.3390
146.8859,255.6787,-71.5871
148.1926,254.5136,-70.6799
148.3333,252.9636,-69.6624
148.3333,252.9636,-69.6624
151.4180,249.1636,-68.8850
151.2404,247.1812,-69.6250
153.0614,246.7939,-71.6837
151.8585,248.5439,-71.4710
151.8585,248.5439,-71.4710
153.8180,250.6552,-70.7560
152.8850,252.3756,-70.1113
151.6527,253.6985,-69.6787
149.3760,254.7330,-70.4550
147.2413,255.0858,-72.8899
146.7775,253.3019,-72.6178
146.5029,252.2213,-71.6876
146.6599,250.4327,-71.3459
148.5887,247.8330,-70.3183
149.4337,246.8169,-70.7280
151.9586,247.7565,-71.4298
152.4838,249.5262,-70.9832
151.7736,251.1000,-70.2937
150.9223,251.4677,-69.9155
151.3508,250.2542,-70.4635
150.8049,249.0376,-70.7310
150.8049,249.0376,-70.7310
160.5227,243.1145,-73.8541
161.1219,239.6146,-70.2430
158.1810,246.4123,-74.7469
157.9214,247.1937,-75.0159
156.9889,247.8200,-75.1245
156.4157,247.9064,-75.7132

LAD
150.8750,235.6470,-86.3124
151.4987,236.1955,-86.1099
152.7752,239.1625,-85.2746
152.9041,240.4104,-83.5815
152.8745,242.0876,-82.0308
153.3321,243.7310,-81.3061
154.8558,244.4656,-79.2136
157.1637,245.5125,-76.2523
158.2217,247.4309,-73.8955
159.1576,249.4454,-73.2213
160.0847,250.4361,-71.4361
159.5340,252.8369,-67.7445
158.4552,256.8307,-70.5913
158.8140,258.1703,-70.4577
159.4382,260.0969,-69.8266
159.9277,263.4050,-68.6931
160.2612,265.3525,-68.0021
161.2905,266.4068,-67.4498
162.7488,270.6205,-66.9589
163.0696,272.1812,-66.5948
164.6382,274.0669,-66.4216
166.2499,277.5373,-66.6837
167.2007,279.4339,-66.7743
169.2417,284.4590,-67.2716
170.4209,287.3247,-68.3130
169.9459,288.5964,-68.6278
170.1671,290.4177,-69.3454
170.4737,291.7233,-70.6105
170.8875,292.7309,-71.0000
170.9651,294.9273,-71.7891

Heart Surface
177.0294,215.0236,-77.5907
178.7616,216.4454,-77.5053
181.5125,218.7348,-76.4887
184.8209,221.2717,-73.8126
186.8872,222.8919,-72.7990
189.4376,223.4604,-72.5582
192.0774,224.6289,-72.7321
195.4511,225.4822,-73.5451
197.9507,226.8752,-74.2986
200.6525,228.2280,-75.5441
203.1629,229.7517,-76.5314
205.4295,233.6366,-77.9284
206.6190,235.3175,-78.6191
207.1451,238.1037,-78.6300
205.6766,241.0148,-77.8409
203.8949,240.8715,-75.3054
200.4266,237.3766,-72.8651
194.4380,235.6776,-71.5707
189.8651,232.9127,-69.5758
189.8651,232.9127,-69.5758
